,Cycle,Branch,State,Pollster,Grade,Population,Clinton_adj_poll,Trump_adj_poll
5662,2016,President,Iowa,Ipsos,A-,lv,40.4115,45.322109999999995
5663,2016,President,Idaho,Ipsos,A-,lv,27.349009999999996,49.73205
5664,2016,President,Wisconsin,Google Consumer Surveys,B,lv,49.390879999999996,32.59325
5665,2016,President,Michigan,Ipsos,A-,lv,42.72583,43.78957
5666,2016,President,New Jersey,Google Consumer Surveys,B,lv,42.75035,44.26599
5667,2016,President,U.S.,Google Consumer Surveys,B,lv,38.44912,39.13114
5668,2016,President,U.S.,CVOTER International,C+,lv,45.87373,44.461079999999995
5669,2016,President,Louisiana,Google Consumer Surveys,B,lv,30.945040000000002,58.47091999999999
5670,2016,President,U.S.,CNN/Opinion Research Corp.,A-,rv,44.69373,41.497409999999995
5671,2016,President,Tennessee,Ipsos,A-,lv,31.05585,50.498059999999995
5672,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.63601,44.3764
5673,2016,President,Kansas,Google Consumer Surveys,B,lv,43.78632,42.74573
5674,2016,President,Oklahoma,Ipsos,A-,lv,34.93144,48.55316
5675,2016,President,Indiana,Ipsos,A-,lv,30.558640000000004,55.60099
5676,2016,President,Oklahoma,Cole Hargrave Snodgrass & Associates,B,rv,30.67465,53.22995
5677,2016,President,Mississippi,Ipsos,A-,lv,37.851729999999996,53.40818
5678,2016,President,U.S.,The Times-Picayune/Lucid,,lv,45.1615,43.36435
5679,2016,President,New Hampshire,Ipsos,A-,lv,32.37591,49.20467
5680,2016,President,New York,Fox News/Anderson Robbins Research/Shaw & Company Research,A,lv,52.39586,38.903059999999996
5681,2016,President,Georgia,Google Consumer Surveys,B,lv,37.99437,47.68606
5682,2016,President,Florida,Greenberg Quinlan Rosner (Democracy Corps),B-,lv,50.20194,42.1997
5683,2016,President,Louisiana,Ipsos,A-,lv,36.52819,57.968959999999996
5684,2016,President,Maine,Google Consumer Surveys,B,lv,43.360079999999996,42.10675
5685,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.3906,44.35909
5686,2016,President,Alabama,Ipsos,A-,lv,39.0949,52.8039
5687,2016,President,Washington,Google Consumer Surveys,B,lv,51.28226,32.85906
5688,2016,President,Pennsylvania,Google Consumer Surveys,B,lv,41.81943,43.93892
5689,2016,President,District of Columbia,Google Consumer Surveys,B,lv,61.51294,32.279959999999996
5690,2016,President,Connecticut,Ipsos,A-,lv,46.8434,40.88317
5691,2016,President,U.S.,CVOTER International,C+,lv,45.4725,44.72753
5692,2016,President,North Dakota,Google Consumer Surveys,B,lv,27.915490000000002,51.51896
5693,2016,President,Kentucky,Google Consumer Surveys,B,lv,36.7355,48.638329999999996
5694,2016,President,Kentucky,Ipsos,A-,lv,41.347840000000005,47.68608
5695,2016,President,Idaho,Google Consumer Surveys,B,lv,32.499559999999995,45.07204
5696,2016,President,Washington,Ipsos,A-,lv,44.93007,36.6202
5697,2016,President,U.S.,Ipsos,A-,lv,41.119890000000005,39.95583
5698,2016,President,Arizona,MBQF,C+,lv,45.43217,43.99765
5699,2016,President,Idaho,Ipsos,A-,lv,28.521759999999997,44.86766
5700,2016,President,Missouri,Ipsos,A-,lv,34.797779999999996,51.598440000000004
5701,2016,President,Oregon,"Davis, Hibbitts & Midghall, Inc.",B,lv,43.61353,34.584959999999995
5702,2016,President,Ohio,Google Consumer Surveys,B,lv,40.84887,40.70438
5703,2016,President,U.S.,CVOTER International,C+,lv,45.260329999999996,44.92151
5704,2016,President,South Carolina,Ipsos,A-,lv,45.22572,47.1183
5705,2016,President,U.S.,The Times-Picayune/Lucid,,lv,46.268229999999996,41.33263
5706,2016,President,Nevada,Ipsos,A-,lv,41.755390000000006,35.610690000000005
5707,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.59282,43.785579999999996
5708,2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,41.82602,43.46952
5709,2016,President,Delaware,Google Consumer Surveys,B,lv,42.767920000000004,32.24831
5710,2016,President,Mississippi,Google Consumer Surveys,B,lv,32.13948,56.38384
5711,2016,President,U.S.,Ipsos,A-,lv,40.6014,39.70295
5712,2016,President,Georgia,Ipsos,A-,lv,40.2964,47.55475
5713,2016,President,Minnesota,Ipsos,A-,lv,41.122840000000004,33.70117
5714,2016,President,Nebraska,Ipsos,A-,lv,43.69644,42.47589
5715,2016,President,Pennsylvania,Ipsos,A-,lv,48.75362,44.89308
5716,2016,President,U.S.,Gravis Marketing,B-,rv,47.88644,45.28544
5717,2016,President,Connecticut,Google Consumer Surveys,B,lv,46.04716,35.367909999999995
5718,2016,President,Rhode Island,Google Consumer Surveys,B,lv,41.459959999999995,37.41809
5719,2016,President,Arkansas,Ipsos,A-,lv,38.82101,49.16315
5720,2016,President,West Virginia,Google Consumer Surveys,B,lv,32.85751,56.525969999999994
5721,2016,President,New York,Public Policy Polling,B+,v,53.523709999999994,37.18165
5722,2016,President,Maryland,Public Policy Polling,B+,v,59.462740000000004,29.742440000000002
5723,2016,President,U.S.,Google Consumer Surveys,B,lv,41.89878,42.39478
5724,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.339079999999996,43.90659
5725,2016,President,U.S.,CVOTER International,C+,lv,45.51715,45.134029999999996
5726,2016,President,New Hampshire,Ipsos,A-,lv,39.32517,40.96051
5727,2016,President,Maine,Ipsos,A-,lv,37.90215,41.52796
5728,2016,President,Arkansas,Google Consumer Surveys,B,lv,38.91787,51.29521
5729,2016,President,Texas,Google Consumer Surveys,B,lv,35.9729,50.270070000000004
5730,2016,President,U.S.,Ipsos,A-,lv,42.18155,38.14629
5731,2016,President,Arizona,Ipsos,A-,lv,39.01122,46.49516
5732,2016,President,Texas,Ipsos,A-,lv,31.318479999999997,49.53909
5733,2016,President,Nebraska,Ipsos,A-,lv,33.380990000000004,50.52013
5734,2016,President,Colorado,Google Consumer Surveys,B,lv,43.58665,37.41199
5735,2016,President,Massachusetts,Ipsos,A-,lv,47.463390000000004,33.23653
5736,2016,President,Florida,Google Consumer Surveys,B,lv,37.32419,51.09489
5737,2016,President,North Dakota,Google Consumer Surveys,B,lv,29.13226,52.96728
5738,2016,President,U.S.,NBC News/Wall Street Journal,A-,rv,40.95902,39.62749
5739,2016,President,U.S.,CBS News/New York Times,A-,rv,42.719120000000004,37.45661
5740,2016,President,South Carolina,Google Consumer Surveys,B,lv,37.37234,48.48685
5741,2016,President,North Carolina,Google Consumer Surveys,B,lv,39.7113,45.96655
5742,2016,President,Kansas,Ipsos,A-,lv,35.48701,48.43224
5743,2016,President,South Dakota,Google Consumer Surveys,B,lv,40.40974,35.039640000000006
5744,2016,President,Michigan,Google Consumer Surveys,B,lv,41.85937,39.38332
5745,2016,President,Ohio,Ipsos,A-,lv,46.94155,46.06244
5746,2016,President,Montana,Google Consumer Surveys,B,lv,39.74592,42.55746
5747,2016,President,Massachusetts,Suffolk University,B+,lv,54.00369,32.82567
5748,2016,President,Arizona,Google Consumer Surveys,B,lv,41.22651,42.93093
5749,2016,President,Illinois,Google Consumer Surveys,B,lv,46.078509999999994,37.36735
5750,2016,President,U.S.,CVOTER International,C+,lv,44.187259999999995,46.155440000000006
5751,2016,President,Maryland,Google Consumer Surveys,B,lv,54.174409999999995,32.12141
5752,2016,President,Oklahoma,Ipsos,A-,lv,30.31707,54.892619999999994
5753,2016,President,Alaska,Google Consumer Surveys,B,lv,38.78074,38.229040000000005
5754,2016,President,Oklahoma,Google Consumer Surveys,B,lv,35.86339,45.87682
5755,2016,President,Oregon,Google Consumer Surveys,B,lv,46.24941,37.291140000000006
5756,2016,President,U.S.,Ipsos,A-,lv,43.166129999999995,36.88682
5757,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.2438,43.9889
5758,2016,President,Iowa,Google Consumer Surveys,B,lv,43.72979,39.19643
5759,2016,President,New Hampshire,MassINC Polling Group,A-,lv,42.75504,43.42562
5760,2016,President,Tennessee,Google Consumer Surveys,B,lv,37.794940000000004,52.252390000000005
5761,2016,President,Missouri,Google Consumer Surveys,B,lv,41.535959999999996,41.53772
5762,2016,President,Iowa,Ipsos,A-,lv,42.17014,41.020270000000004
5763,2016,President,U.S.,CVOTER International,C+,lv,44.25244,46.032140000000005
5764,2016,President,North Carolina,Ipsos,A-,lv,45.512570000000004,45.28431
5765,2016,President,U.S.,Saint Leo University,C+,lv,41.47125,39.54156
5766,2016,President,Indiana,Google Consumer Surveys,B,lv,38.060829999999996,39.7029
5767,2016,President,Wyoming,Google Consumer Surveys,B,lv,28.972070000000002,50.47437
5768,2016,President,New York,Google Consumer Surveys,B,lv,48.67615,36.26059
5769,2016,President,Maine,Google Consumer Surveys,B,lv,52.420320000000004,27.673479999999998
5770,2016,President,Illinois,Ipsos,A-,lv,49.5603,37.57496
5771,2016,President,California,Google Consumer Surveys,B,lv,53.5095,36.08504
5772,2016,President,U.S.,The Times-Picayune/Lucid,,lv,47.38668,40.288779999999996
5773,2016,President,New Jersey,Google Consumer Surveys,B,lv,43.56068,42.37057
5774,2016,President,Louisiana,Google Consumer Surveys,B,lv,30.53179,58.137069999999994
5775,2016,President,U.S.,SurveyMonkey,C-,lv,45.86892,41.65466
5776,2016,President,Virginia,Google Consumer Surveys,B,lv,44.32663,39.5248
5777,2016,President,Wisconsin,Ipsos,A-,lv,36.985659999999996,39.18319
5778,2016,President,U.S.,YouGov,B,rv,43.4987,42.799859999999995
5779,2016,President,Connecticut,Ipsos,A-,lv,49.59851,39.54728
5780,2016,President,U.S.,The Times-Picayune/Lucid,,lv,46.500040000000006,39.2435
5781,2016,President,U.S.,Ipsos,A-,lv,43.14463,37.22654
5782,2016,President,South Dakota,Google Consumer Surveys,B,lv,31.67666,44.38491
5783,2016,President,U.S.,Morning Consult,,rv,43.713409999999996,44.10988
5784,2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.7226,42.15226
5785,2016,President,New York,Ipsos,A-,lv,50.13665,29.94349
5786,2016,President,Alabama,Ipsos,A-,lv,41.68517,49.70864
5787,2016,President,Nevada,Ipsos,A-,lv,39.6235,39.79285
5788,2016,President,U.S.,USC Dornsife/LA Times,,lv,45.322590000000005,42.89549
5789,2016,President,Oregon,Ipsos,A-,lv,43.6823,40.4874
5790,2016,President,U.S.,CVOTER International,C+,lv,43.79466,46.40891
5791,2016,President,Arkansas,Ipsos,A-,lv,39.150420000000004,46.3937
5792,2016,President,Maine,Ipsos,A-,lv,32.01526,39.05088
5793,2016,President,U.S.,Zogby Interactive/JZ Analytics,C-,lv,42.054809999999996,43.20832
5794,2016,President,U.S.,The Times-Picayune/Lucid,,lv,43.60644,41.20218
5795,2016,President,New Mexico,Google Consumer Surveys,B,lv,43.39758,37.06175
5796,2016,President,U.S.,Pew Research Center,B+,rv,50.95644,47.468999999999994
5797,2016,President,Massachusetts,Google Consumer Surveys,B,lv,51.53859,33.557520000000004
5798,2016,President,New York,Baruch College,B-,rv,51.17406,38.08368
5799,2016,President,Alabama,Google Consumer Surveys,B,lv,28.294520000000002,63.82467
5800,2016,President,Texas,Ipsos,A-,lv,31.46572,47.162729999999996
5801,2016,President,New Hampshire,Google Consumer Surveys,B,lv,58.774440000000006,31.143590000000003
5802,2016,President,U.S.,Ipsos,A-,lv,43.622409999999995,37.973659999999995
5803,2016,President,Wisconsin,Google Consumer Surveys,B,lv,44.722609999999996,35.50096
5804,2016,President,Kentucky,Ipsos,A-,lv,42.530190000000005,47.0211
5805,2016,President,Minnesota,Ipsos,A-,lv,42.54868,35.733509999999995
5806,2016,President,Florida,Ipsos,A-,lv,47.16945,48.46267
5807,2016,President,Michigan,Ipsos,A-,lv,41.82156,41.55066
5808,2016,President,Louisiana,Ipsos,A-,lv,39.0047,51.97005
5809,2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.84045,43.09637
5810,2016,President,Nebraska,Google Consumer Surveys,B,lv,35.988479999999996,43.41247
5811,2016,President,Hawaii,Google Consumer Surveys,B,lv,60.39436,32.958
5812,2016,President,Vermont,Google Consumer Surveys,B,lv,67.04985,19.59534
5813,2016,President,Georgia,Google Consumer Surveys,B,lv,38.90442,49.04488
5814,2016,President,Pennsylvania,Fox News/Anderson Robbins Research/Shaw & Company Research,A,lv,42.88953,45.20778
5815,2016,President,Kansas,Ipsos,A-,lv,35.1605,48.15728
5816,2016,President,Tennessee,Ipsos,A-,lv,32.1829,47.04765
5817,2016,President,U.S.,CVOTER International,C+,lv,44.37978,46.00588
5818,2016,President,U.S.,USC Dornsife/LA Times,,lv,45.38998,42.47303
5819,2016,President,Indiana,Ipsos,A-,lv,32.4376,55.676680000000005
5820,2016,President,North Carolina,"National Research, Inc.",B+,lv,38.45602,42.88821
5821,2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,44.68305,41.72847
5822,2016,President,Iowa,Ipsos,A-,lv,40.32136,43.107040000000005
5823,2016,President,U.S.,Ipsos,A-,lv,41.69168,38.51885
5824,2016,President,Minnesota,Google Consumer Surveys,B,lv,41.817440000000005,33.98151
5825,2016,President,Nevada,Google Consumer Surveys,B,lv,41.62125,42.882509999999996
5826,2016,President,District of Columbia,Google Consumer Surveys,B,lv,51.45152,35.171659999999996
5827,2016,President,Oklahoma,Ipsos,A-,lv,27.528000000000002,59.06202
5828,2016,President,New Hampshire,Public Policy Polling,B+,v,42.855129999999996,40.82656
5829,2016,President,Pennsylvania,Google Consumer Surveys,B,lv,40.73015,44.361959999999996
5830,2016,President,Nevada,Ipsos,A-,lv,38.74013,39.49552
5831,2016,President,Mississippi,Google Consumer Surveys,B,lv,29.83786,62.18365
5832,2016,President,Missouri,Ipsos,A-,lv,38.91498,47.25772
5833,2016,President,Virginia,Ipsos,A-,lv,49.36137,37.64524
5834,2016,President,Idaho,Google Consumer Surveys,B,lv,33.04663,45.58367
5835,2016,President,Arizona,Public Policy Polling,B+,v,39.87984,43.893
5836,2016,President,U.S.,Ipsos,A-,lv,42.26262,37.453340000000004
5837,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.98295,43.04616
5838,2016,President,South Carolina,Google Consumer Surveys,B,lv,38.749179999999996,50.23265
5839,2016,President,U.S.,CVOTER International,C+,lv,44.543079999999996,45.668690000000005
5840,2016,President,South Carolina,Ipsos,A-,lv,40.492979999999996,51.58289
5841,2016,President,Arkansas,Google Consumer Surveys,B,lv,34.62599,48.775040000000004
5842,2016,President,Illinois,Ipsos,A-,lv,55.55154,31.12905
5843,2016,President,New York,Marist College,A,rv,59.154990000000005,36.17631
5844,2016,President,Minnesota,Google Consumer Surveys,B,lv,42.02019,35.691759999999995
5845,2016,President,Pennsylvania,Marist College,A,rv,45.2821,40.9387
5846,2016,President,U.S.,The Times-Picayune/Lucid,,lv,43.935970000000005,43.08
5847,2016,President,Washington,Google Consumer Surveys,B,lv,49.01815,34.5345
5848,2016,President,Texas,Google Consumer Surveys,B,lv,35.92522,47.9167
5849,2016,President,Texas,Ipsos,A-,lv,31.342370000000003,46.31942
5850,2016,President,Louisiana,Ipsos,A-,lv,37.70185,49.894729999999996
5851,2016,President,Kentucky,Google Consumer Surveys,B,lv,43.85614,41.39921
5852,2016,President,Delaware,Google Consumer Surveys,B,lv,41.35553,41.74986
5853,2016,President,Connecticut,Google Consumer Surveys,B,lv,48.090379999999996,34.80887
5854,2016,President,New York,Ipsos,A-,lv,51.85989,31.781570000000002
5855,2016,President,U.S.,Ipsos,A-,lv,41.13661,39.281290000000006
5856,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.143,44.03481
5857,2016,President,U.S.,Fox News/Anderson Robbins Research/Shaw & Company Research,A,rv,43.56904,41.69157
5858,2016,President,Georgia,Ipsos,A-,lv,42.436370000000004,47.1881
5859,2016,President,Washington,Ipsos,A-,lv,48.699940000000005,34.15465
5860,2016,President,Florida,Google Consumer Surveys,B,lv,38.059329999999996,49.31783
5861,2016,President,Illinois,Google Consumer Surveys,B,lv,44.99326,37.67942
5862,2016,President,West Virginia,Google Consumer Surveys,B,lv,41.29813,48.296490000000006
5863,2016,President,U.S.,Gravis Marketing,B-,rv,49.3636,51.70671
5864,2016,President,Massachusetts,Ipsos,A-,lv,45.68561,34.30685
5865,2016,President,Ohio,Google Consumer Surveys,B,lv,38.36502,42.63957
5866,2016,President,U.S.,Ipsos,A-,lv,41.61108,39.10555
5867,2016,President,U.S.,CVOTER International,C+,lv,45.30208,44.69245
5868,2016,President,Minnesota,"Mason-Dixon Polling & Research, Inc.",B+,rv,46.33567,37.58846
5869,2016,President,Alabama,Google Consumer Surveys,B,lv,24.06289,64.66426
5870,2016,President,Maryland,Ipsos,A-,lv,52.54845,32.15742
5871,2016,President,California,Ipsos,A-,lv,62.56641,25.43552
5872,2016,President,Oregon,Ipsos,A-,lv,44.18874,38.25928
5873,2016,President,Maryland,Google Consumer Surveys,B,lv,52.98605,33.12826
5874,2016,President,U.S.,Google Consumer Surveys,B,lv,42.137879999999996,42.29737
5875,2016,President,Colorado,Google Consumer Surveys,B,lv,44.80048,37.41747
5876,2016,President,U.S.,IBD/TIPP,A-,rv,48.09405,43.36311
5877,2016,President,U.S.,Ipsos,A-,lv,41.99174,38.31093
5878,2016,President,California,YouGov,B,lv,46.52495,35.93718
5879,2016,President,Kansas,Google Consumer Surveys,B,lv,51.13276,35.7136
5880,2016,President,Arizona,Google Consumer Surveys,B,lv,42.22737,43.36206
5881,2016,President,Oklahoma,Google Consumer Surveys,B,lv,31.394009999999998,51.29169
5882,2016,President,Indiana,Ipsos,A-,lv,34.59005,54.677859999999995
5883,2016,President,U.S.,USC Dornsife/LA Times,,lv,43.698859999999996,44.78703
5884,2016,President,Montana,Google Consumer Surveys,B,lv,43.12888,37.667190000000005
5885,2016,President,New York,Google Consumer Surveys,B,lv,47.06415,39.699940000000005
5886,2016,President,Michigan,"Glengariff Group, Inc.",B,lv,39.970490000000005,37.62787
5887,2016,President,New York,Ipsos,A-,lv,53.27338,33.17668
5888,2016,President,U.S.,CVOTER International,C+,lv,46.55233,43.62305
5889,2016,President,Missouri,Ipsos,A-,lv,45.285340000000005,42.56133
5890,2016,President,New Mexico,Google Consumer Surveys,B,lv,48.80552,34.561659999999996
5891,2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.03363,43.06193
5892,2016,President,Indiana,Google Consumer Surveys,B,lv,36.42667,44.11974
5893,2016,President,Nevada,Google Consumer Surveys,B,lv,37.11475,50.75145
5894,2016,President,California,Google Consumer Surveys,B,lv,50.627720000000004,34.7049
5895,2016,President,Illinois,Ipsos,A-,lv,52.06113,27.45079
5896,2016,President,U.S.,Morning Consult,,rv,43.588409999999996,43.37455
5897,2016,President,Oregon,Google Consumer Surveys,B,lv,49.7832,37.169779999999996
5898,2016,President,Wisconsin,Ipsos,A-,lv,35.47255,40.65341
5899,2016,President,U.S.,Ipsos,A-,lv,42.96694,38.5334
5900,2016,President,U.S.,Quinnipiac University,A-,rv,43.83399,42.5266
5901,2016,President,Pennsylvania,Ipsos,A-,lv,47.60175,42.5865
5902,2016,President,Wisconsin,Fox News/Anderson Robbins Research/Shaw & Company Research,A,lv,47.581540000000004,36.24757
5903,2016,President,Alabama,Ipsos,A-,lv,35.924459999999996,56.241690000000006
5904,2016,President,Massachusetts,Google Consumer Surveys,B,lv,56.3131,33.17371
5905,2016,President,Tennessee,Ipsos,A-,lv,34.88308,44.58146
5906,2016,President,U.S.,CVOTER International,C+,lv,46.989709999999995,44.06103
5907,2016,President,Tennessee,Google Consumer Surveys,B,lv,34.22592,53.4919
5908,2016,President,Missouri,Google Consumer Surveys,B,lv,42.69273,39.77906
5909,2016,President,U.S.,YouGov,B,rv,43.90682,41.90028
5910,2016,President,U.S.,Ipsos,A-,lv,43.24872,38.94744
5911,2016,President,New Jersey,Google Consumer Surveys,B,lv,43.322070000000004,41.89423
5912,2016,President,U.S.,USC Dornsife/LA Times,,lv,43.089620000000004,45.47129
5913,2016,President,U.S.,ABC News/Washington Post,A+,rv,43.22439,48.03492
5914,2016,President,North Carolina,Google Consumer Surveys,B,lv,37.344570000000004,47.470929999999996
5915,2016,President,California,Ipsos,A-,lv,62.76906999999999,27.964579999999998
5916,2016,President,Louisiana,Google Consumer Surveys,B,lv,27.89273,60.63158000000001
5917,2016,President,Minnesota,Ipsos,A-,lv,41.02561,35.37275
5918,2016,President,Massachusetts,Ipsos,A-,lv,51.78461,31.698620000000002
5919,2016,President,Arizona,Ipsos,A-,lv,40.68022,45.42143
5920,2016,President,Georgia,Time/Abt SRBI,A-,rv,41.41793,48.51652
5921,2016,President,Connecticut,Ipsos,A-,lv,49.39771,38.98558
5922,2016,President,Virginia,Google Consumer Surveys,B,lv,43.343059999999994,37.894459999999995
5923,2016,President,U.S.,Ipsos,A-,lv,42.94334,39.357890000000005
5924,2016,President,Michigan,Google Consumer Surveys,B,lv,42.49923,37.959590000000006
5925,2016,President,U.S.,American Research Group,C+,rv,50.02871,42.65303
5926,2016,President,Oregon,Clout Research/Wenzel Strategies,C-,lv,41.69636,43.76441
5927,2016,President,U.S.,CVOTER International,C+,lv,47.80283,43.11415
5928,2016,President,New York,Emerson College,B,lv,53.437819999999995,36.06855
5929,2016,President,U.S.,USC Dornsife/LA Times,,lv,42.9585,45.44233
5930,2016,President,Michigan,Mitchell Research & Communications,D,lv,44.40906,36.14716
5931,2016,President,Washington,Ipsos,A-,lv,44.65982,35.362109999999994
5932,2016,President,Ohio,Ipsos,A-,lv,42.568979999999996,46.73741
5933,2016,President,Colorado,Ipsos,A-,lv,41.26713,40.347970000000004
5934,2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.117290000000004,42.060340000000004
5935,2016,President,Kansas,Google Consumer Surveys,B,lv,47.19106,36.30281
5936,2016,President,North Carolina,Ipsos,A-,lv,48.32095,44.64265
5937,2016,President,U.S.,Rasmussen Reports/Pulse Opinion Research,C+,lv,43.5014,43.069959999999995
5938,2016,President,Kentucky,Ipsos,A-,lv,40.49923,48.84192
5939,2016,President,Idaho,Google Consumer Surveys,B,lv,31.054709999999996,50.09747
5940,2016,President,Pennsylvania,Ipsos,A-,lv,45.09295,46.733259999999994
5941,2016,President,Florida,Ipsos,A-,lv,48.437,46.11551
5942,2016,President,U.S.,USC Dornsife/LA Times,,lv,43.21217,44.9938
5943,2016,President,Iowa,Google Consumer Surveys,B,lv,40.94453,42.00124
5944,2016,President,U.S.,The Times-Picayune/Lucid,,lv,43.22818,44.09662
5945,2016,President,Georgia,Google Consumer Surveys,B,lv,32.861509999999996,52.49966
5946,2016,President,U.S.,CVOTER International,C+,lv,47.667390000000005,42.75595
5947,2016,President,Nebraska,Google Consumer Surveys,B,lv,31.62854,47.6282
5948,2016,President,Wisconsin,Google Consumer Surveys,B,lv,48.22481,37.88855
5949,2016,President,U.S.,The Times-Picayune/Lucid,,lv,45.473420000000004,39.05454
5950,2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.19078,42.06142
5951,2016,President,U.S.,Ipsos,A-,lv,42.03993,39.25756
5952,2016,President,U.S.,Pew Research Center,B+,rv,47.099509999999995,40.61207
5953,2016,President,New Jersey,Ipsos,A-,lv,48.12849,35.62869
5954,2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.23482,45.143409999999996
5955,2016,President,Maryland,ABC News/Washington Post,A+,rv,60.557669999999995,30.1288
5956,2016,President,Connecticut,Google Consumer Surveys,B,lv,51.121559999999995,36.112120000000004
5957,2016,President,Georgia,Ipsos,A-,lv,41.01184,47.15413
5958,2016,President,Mississippi,Google Consumer Surveys,B,lv,24.14091,61.84251
5959,2016,President,New Hampshire,Dartmouth College,B,rv,35.168240000000004,34.0767
5960,2016,President,U.S.,CVOTER International,C+,lv,47.38049,43.12417
5961,2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.248059999999995,44.1968
5962,2016,President,Washington,Google Consumer Surveys,B,lv,47.91101,36.19688
5963,2016,President,U.S.,USC Dornsife/LA Times,,lv,43.03094,45.21025
5964,2016,President,U.S.,Ipsos,A-,lv,41.44242,39.1528
5965,2016,President,Ohio,Ipsos,A-,lv,44.51681,40.15748
5966,2016,President,U.S.,Ipsos,A-,lv,43.02943,37.34782
5967,2016,President,Kentucky,Google Consumer Surveys,B,lv,41.91366,48.93023
5968,2016,President,Pennsylvania,Google Consumer Surveys,B,lv,40.21597,43.11867
5969,2016,President,Virginia,Ipsos,A-,lv,46.77922,37.78318
5970,2016,President,U.S.,Harvard University,C+,lv,44.46602,41.73727
5971,2016,President,South Carolina,Google Consumer Surveys,B,lv,33.96031,48.2468
5972,2016,President,Michigan,Ipsos,A-,lv,40.4418,42.973240000000004
5973,2016,President,Nevada,Google Consumer Surveys,B,lv,38.67,45.24602
5974,2016,President,Oregon,Ipsos,A-,lv,42.6287,40.88701
5975,2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.25779,43.245129999999996
5976,2016,President,U.S.,USC Dornsife/LA Times,,lv,43.32877,45.06423
5977,2016,President,New York,Google Consumer Surveys,B,lv,44.67418,37.55706
5978,2016,President,Wisconsin,Ipsos,A-,lv,37.04071,38.19122
5979,2016,President,U.S.,Ipsos,A-,lv,42.031220000000005,38.22815
5980,2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.28477,42.26849
5981,2016,President,U.S.,The Times-Picayune/Lucid,,lv,45.332240000000006,40.3516
5982,2016,President,U.S.,The Times-Picayune/Lucid,,lv,44.314040000000006,40.29124
5983,2016,President,Ohio,Google Consumer Surveys,B,lv,36.38398,44.15148
5984,2016,President,Texas,Google Consumer Surveys,B,lv,37.74197,48.13791
5985,2016,President,California,Ipsos,A-,lv,60.47285,26.58922
5986,2016,President,U.S.,CVOTER International,C+,lv,46.728590000000004,43.75163
5987,2016,President,Mississippi,"Mason-Dixon Polling & Research, Inc.",B+,rv,41.17066,48.583090000000006
5988,2016,President,U.S.,Morning Consult,,rv,43.435520000000004,40.55894
5989,2016,President,Maryland,Ipsos,A-,lv,52.38881,31.20725
5990,2016,President,U.S.,USC Dornsife/LA Times,,lv,43.9856,44.57675
5991,2016,President,Oklahoma,Google Consumer Surveys,B,lv,34.10722,48.576029999999996
5992,2016,President,Illinois,Google Consumer Surveys,B,lv,42.19141,37.917429999999996
5993,2016,President,U.S.,USC Dornsife/LA Times,,lv,44.7557,43.77816
5994,2016,President,U.S.,Ipsos,A-,lv,42.328179999999996,37.29958
5995,2016,President,U.S.,Google Consumer Surveys,B,lv,43.186840000000004,41.65505
5996,2016,President,Montana,Google Consumer Surveys,B,lv,37.30238,42.966879999999996
5997,2016,President,Alabama,Google Consumer Surveys,B,lv,24.78738,65.54175
5998,2016,President,Arkansas,Google Consumer Surveys,B,lv,30.4164,50.38299
5999,2016,President,Minnesota,Google Consumer Surveys,B,lv,45.62587,33.91272
6000,2016,President,U.S.,Ipsos,A-,lv,42.72635,39.36257
6001,2016,President,U.S.,CVOTER International,C+,lv,47.277359999999994,43.84645
6002,2016,President,Tennessee,Google Consumer Surveys,B,lv,32.95417,55.421440000000004
6003,2016,President,U.S.,The Times-Picayune/Lucid,,lv,45.39417,41.55085
6004,2016,President,U.S.,The Times-Picayune/Lucid,,lv,45.40422,41.61221
6005,2016,President,Massachusetts,Google Consumer Surveys,B,lv,58.14516,32.084720000000004
6006,2016,President,Connecticut,Emerson College,B,lv,46.01249,40.038059999999994
6007,2016,President,Maryland,Google Consumer Surveys,B,lv,51.15575,34.99495
6008,2016,President,U.S.,The Times-Picayune/Lucid,,lv,46.348729999999996,40.3959
6009,2016,President,Pennsylvania,Ipsos,A-,lv,49.22766,44.41321
6010,2016,President,Florida,Ipsos,A-,lv,48.4673,43.58127
6011,2016,President,Arizona,Ipsos,A-,lv,42.369640000000004,47.2265
6012,2016,President,U.S.,Ipsos,A-,lv,39.755559999999996,41.840959999999995
6013,2016,President,U.S.,Ipsos,A-,lv,41.319390000000006,40.62539
